Date,Close,Open,High,Low
2025-06-23,98.78968354660176,97.819962652195,99.17757190436447,97.4320742944323
2025-06-24,98.42571735137923,98.78968354660176,98.93527002469078,98.28013087329022
2025-06-25,98.13921948738958,98.42571735137923,98.5403164969751,98.02462034179372
2025-06-26,101.41982322590538,98.13921948738958,102.73206472131169,96.82697799198327
2025-06-27,99.08921271965386,101.41982322590538,102.35206742840599,98.15696851715325
2025-06-30,99.5957234993293,99.08921271965386,99.79832781119947,98.88660840778368
2025-07-01,100.15303835020985,99.5957234993293,100.37596429056208,99.37279755897707
2025-07-02,103.59140011699617,100.15303835020985,104.9667448237107,98.77769364349533
2025-07-03,104.517254484543,103.59140011699617,104.88759623156173,103.22105836997744
2025-07-07,104.2561397552835,104.517254484543,104.6217003762468,104.1516938635797
2025-07-08,103.8306947845322,104.2561397552835,104.42631774358402,103.66051679623168
2025-07-09,104.56306665150325,103.8306947845322,104.85601539829167,103.53774603774377
2025-07-10,108.9844119377708,104.56306665150325,110.75295005227782,102.79452853699622
2025-07-11,110.71755235747518,108.9844119377708,111.41080852535694,108.29115576988904
2025-07-14,111.42039324298725,110.71755235747518,111.70152959719206,110.43641600327037
2025-07-15,112.0602493880024,111.42039324298725,112.31619184600846,111.16445078498118
2025-07-16,112.0610984824902,112.0602493880024,112.06143812028532,112.05990975020728
2025-07-17,113.89973313531104,112.0610984824902,114.63518699643937,111.32564462136186
2025-07-18,113.22166176674135,113.89973313531104,114.17096168273892,112.95043321931347
2025-07-21,115.31148809252501,113.22166176674135,116.14741862283847,112.38573123642789
2025-07-22,117.83962091358693,115.31148809252501,118.8508740420117,114.30023496410024
2025-07-23,117.98908267461903,117.83962091358693,118.04886737903186,117.77983620917409
2025-07-24,116.11745758230809,117.98908267461903,118.7377327115434,115.36880754538372
2025-07-25,114.9349348451687,116.11745758230809,116.59046667716385,114.46192575031294
2025-07-28,112.5511304015403,114.9349348451687,115.88845662262005,111.59760862408895
2025-07-29,110.68098057643118,112.5511304015403,113.29919033158396,109.93292064638753
2025-07-30,106.45269334285834,110.68098057643118,112.37229546986032,104.7613784494292
2025-07-31,106.19641069229617,106.45269334285834,106.5552064030832,106.0938976320713
2025-08-01,105.43520004557038,106.19641069229617,106.50089495098648,105.13071578688007
2025-08-04,108.50854152567639,105.43520004557038,109.7378781177188,104.20586345352798
2025-08-05,110.64892289458948,108.50854152567639,111.5050754421547,107.65238897811116
2025-08-06,110.67297177719439,110.64892289458948,110.68259133023636,110.6393033415475
2025-08-07,112.47788537061987,110.67297177719439,113.19985080799006,109.9510063398242
2025-08-08,113.8307515782516,112.47788537061987,114.37189806130428,111.93673888756719
2025-08-11,114.60606557391257,113.8307515782516,114.91619117217697,113.5206259799872
2025-08-12,117.8681608411303,114.60606557391257,119.1729989480174,113.30122746702548
2025-08-13,118.74154585379853,117.8681608411303,119.09089985886581,117.51880683606302
2025-08-14,118.64928874097936,118.74154585379853,118.7784486989262,118.61238589585169
2025-08-15,118.12546478568362,118.64928874097936,118.85881832309765,117.91593520356533
2025-08-18,117.7314926000993,118.12546478568362,118.28305365991734,117.57390372586558
2025-08-19,114.72701854944857,117.7314926000993,118.93328222035959,113.52522892918829
2025-08-20,114.73091618147022,114.72701854944857,114.73247523427888,114.72545949663991
2025-08-21,116.92260253130742,114.73091618147022,117.7992770712423,113.85424164153534
2025-08-22,120.59189666837659,116.92260253130742,122.05961432320426,115.45488487647975
2025-08-25,121.22920160308152,120.59189666837659,121.4841235769635,120.33697469449461
2025-08-26,123.07955555981675,121.22920160308152,123.81969714251085,120.48906002038743
2025-08-27,123.05573820502151,123.07955555981675,123.08908250173485,123.04621126310342
2025-08-28,123.07968044270127,123.05573820502151,123.08925733777318,123.04616130994961
2025-08-29,125.47475892640117,123.07968044270127,126.43279031988112,122.12164904922132
2025-09-02,125.25932228819624,125.47475892640117,125.56093358168313,125.17314763291428
2025-09-03,125.29420677992529,125.25932228819624,125.30816057661691,125.24536849150462
2025-09-04,124.23726932103489,125.29420677992529,125.71698176348146,123.81449433747872
2025-09-05,126.37044472517651,124.23726932103489,127.22371488683316,123.38399915937823
2025-09-08,126.81145639150498,126.37044472517651,126.98786105803636,126.19404005864513
2025-09-09,124.96442304518902,126.81145639150498,127.55026973003136,124.22560970666264
2025-09-10,125.97852378753419,124.96442304518902,126.38416408447225,124.55878274825096
2025-09-11,129.21451473666806,125.97852378753419,130.50891111632163,124.68412740788064
2025-09-12,129.62944363611376,129.21451473666806,129.79541519589205,129.04854317688978
2025-09-15,132.77569247186048,129.62944363611376,134.03419200615917,128.37094410181507
2025-09-16,131.28834265206694,132.77569247186048,133.3706323997779,130.69340272414954
2025-09-17,131.53375259240948,131.28834265206694,131.6319165685465,131.19017867592993
2025-09-18,133.62713843708136,131.53375259240948,134.46449277495012,130.69639825454072
2025-09-19,136.17336338847642,133.62713843708136,137.19185336903445,132.60864845652333
2025-09-22,138.37785600780498,136.17336338847642,139.2596530555364,135.291566340745
2025-09-23,138.84291908892294,138.37785600780498,139.02894432137012,138.1918307753578
2025-09-24,140.13429864304007,138.84291908892294,140.65085046468693,138.32636726727608
2025-09-25,141.63610161145056,140.13429864304007,142.23682279881476,139.53357745567587
2025-09-26,144.8987681680447,141.63610161145056,146.20383479068238,140.3310349888129
2025-09-29,146.40826661616066,144.8987681680447,147.01206599540703,144.29496878879834
2025-09-30,146.76312366422894,146.40826661616066,146.90506648345627,146.26632379693334
2025-10-01,150.67664906066886,146.76312366422894,152.24205921924482,145.19771350565298
2025-10-02,151.54970865409612,150.67664906066886,151.89893249146704,150.32742522329795
2025-10-03,155.32523401950263,151.54970865409612,156.83544416566522,150.03949850793353
2025-10-06,156.97758831801642,155.32523401950263,157.63853003742193,154.66429230009712
2025-10-07,160.047835792471,156.97758831801642,161.27593478225285,155.74948932823457
2025-10-08,165.37842361074487,160.047835792471,167.51065873805442,157.91560066516146
2025-10-09,163.02320729031933,165.37842361074487,166.3205101389151,162.0811207621491
2025-10-10,160.97440417749027,163.02320729031933,163.84272853545096,160.15488293235865
2025-10-13,173.4851230487492,160.97440417749027,178.48941059725274,155.97011662898672
2025-10-14,174.68982408416008,173.4851230487492,175.17170449832443,173.00324263458484
2025-10-15,176.63525503931376,174.68982408416008,177.41342742137525,173.9116517020986
2025-10-16,172.96606738264873,176.63525503931376,178.10293010197978,171.4983923199827
2025-10-17,164.52969926593707,172.96606738264873,176.3406146293334,161.1551520192524
2025-10-20,171.1403797584527,164.52969926593707,173.78465195545894,161.88542706893082
2025-10-21,158.88452343387408,171.1403797584527,176.04272228828415,153.98218090404262
2025-10-22,156.79788605348685,158.88452343387408,159.71917838602897,155.96323110133196
2025-10-23,159.06254592436497,156.79788605348685,159.96840987271622,155.8920221051356
2025-10-24,159.73894849335625,159.06254592436497,160.00950952095275,158.79198489676847
2025-10-27,154.98931449815228,159.73894849335625,161.63880209143784,153.0894609000707
2025-10-28,154.82171492112292,154.98931449815228,155.05635432896403,154.75467509031117
2025-10-29,153.28114530774525,154.82171492112292,155.43794276647398,152.6649174623942
2025-10-30,155.75670551676,153.28114530774525,156.74692960036592,152.29092122413934
2025-10-31,155.0422650258331,155.75670551676,156.04248171313077,154.75648882946234
2025-11-03,152.02989530975634,155.0422650258331,156.24721291226382,150.82494742332563
2025-11-04,144.92431378423404,152.02989530975634,154.87212791996527,142.08208117402512
2025-11-05,147.20440574519677,144.92431378423404,148.11644252958186,144.01227699984895
2025-11-06,144.62404419785062,147.20440574519677,148.2365503641352,143.59189957891218
2025-11-07,149.1808201587675,144.62404419785062,151.00353054313425,142.80133381348386
2025-11-10,154.26440668502192,149.1808201587675,156.2978412955237,147.1473855482657
2025-11-11,153.20458932896568,154.26440668502192,154.68833362744442,152.78066238654318
2025-11-12,156.59904529340884,153.20458932896568,157.9568276791861,151.84680694318843
2025-11-13,151.3704830666313,156.59904529340884,158.69047018411985,149.27905817592028
2025-11-14,149.82248843379622,151.3704830666313,151.98968091976533,149.20329058066218
2025-11-17,148.34995860180538,149.82248843379622,150.41150036659255,147.76094666900906
2025-11-18,150.10784239391296,148.34995860180538,150.810995910756,147.64680508496235
2025-11-19,152.15986544727517,150.10784239391296,152.98067466862005,149.28703317256807
2025-11-20,144.7998849177029,152.15986544727517,155.10385765910408,141.855892705874
2025-11-21,146.21120628240925,144.7998849177029,146.77573482829177,144.2353563718204
2025-11-24,151.38314268419524,146.21120628240925,153.45191724490962,144.14243172169486
2025-11-25,154.86628704119724,151.38314268419524,156.25954478399805,149.98988494139442
2025-11-26,159.92023185144683,154.86628704119724,161.94180977554666,152.8447091170974
2025-11-28,167.0820372336875,159.92023185144683,169.94675938658375,157.05550969855057
2025-12-01,164.91924948039127,167.0820372336875,167.94715233500597,164.0541343790728
2025-12-02,165.42337571867435,164.91924948039127,165.62502621398758,164.71759898507804
2025-12-03,168.8896296451377,165.42337571867435,170.276131215723,164.03687414808903
2025-12-04,171.91492482973274,168.8896296451377,173.12504290357077,167.67951157129966
2025-12-05,171.1026695509421,171.91492482973274,172.239826941249,170.77776743942584
2025-12-08,168.8071156584727,171.1026695509421,172.02089110792986,167.88889410148494
2025-12-09,172.88845493622307,168.8071156584727,174.52099064732323,167.17457994737254
2025-12-10,173.12739371362878,172.88845493622307,173.22296922459105,172.7928794252608
2025-12-11,180.41255738550015,173.12739371362878,183.3266228542487,170.21332824488022
2025-12-12,176.7860932523235,180.41255738550015,181.8631430387708,175.33550759905285
2025-12-15,174.1009639210392,176.7860932523235,177.8601449848372,173.0269121885255
2025-12-16,173.24730397855217,174.1009639210392,174.44242789803403,172.90584000155735
2025-12-17,172.43082105063152,173.24730397855217,173.57389714972044,172.10422787946325
2025-12-18,173.29758908997846,172.43082105063152,173.64429630571723,172.08411383489275
2025-12-19,178.53114221086662,173.29758908997846,180.6245634592219,171.2041678416232
2025-12-22,182.5383813670561,178.53114221086662,184.1412770295319,176.92824654839083
2025-12-23,183.62751056849694,182.5383813670561,184.0631622490733,182.10272968647976
2025-12-24,183.60552595995733,183.62751056849694,183.6363044119128,183.5967321165415
2025-12-26,184.55000101278102,183.60552595995733,184.9277910339105,183.22773593882786
2025-12-29,177.56604095677505,184.55000101278102,187.34358503518342,174.77245693437266
